gene,BCC199_G3F,BCC199_G3H,BCC199_G6M,BCC199_G6N,BCC199_S3K,BCC199_S3L,BCC199_S6T,BCC199_S6U,BCC56535_G3F,BCC56535_G3H,BCC56535_G6M,BCC56535_G6N,BCC56535_S3K,BCC56535_S3L,BCC56535_S6T,BCC56535_S6U,HUT2365_G3F,HUT2365_G3H,HUT2365_G6M,HUT2365_G6N,HUT2365_S3K,HUT2365_S3L,HUT2365_S6T,HUT2365_S6U
acu07238_1,25,19,28,8,14,20,43,17,270,212,82,227,256,181,70,99,28,35,59,45,1223,799,521,478
acu07239_1,70,59,112,56,18,14,24,20,461,291,107,294,266,292,42,146,25,17,19,17,189,140,152,111
acu07240_1,48,18,34,33,2,0,1,2,3,3,4,6,87,96,6,0,1,5,1,0,135,99,159,147
acu07241_1,3651,3360,1774,1980,749,830,608,570,1181,1729,2709,5250,3716,4522,3490,3133,770,710,799,884,3866,2026,2065,1764
acu07242_1,11096,17866,12740,9287,7821,8493,8802,8976,4222,3879,3069,2983,9473,7720,4122,4482,2136,1791,2573,2718,14126,6189,5230,5178
acu07243_1,11,4,9,8,17,21,15,14,151,78,34,61,5,7,24,36,56,35,27,53,1,3,5,13
acu07244_1,135,162,150,111,330,373,388,340,30,56,58,75,1440,939,784,291,511,440,624,683,126,48,131,131
acu07245_1,1771,1375,1654,2045,2,2,2,4,324,1819,152,1007,5,9,9,2,3760,3625,4181,4326,1314,457,90,101
acu07246_1,23,5,10,44,6,7,3,4,118,603,50,411,22,34,16,9,64,108,89,37,202,82,44,63
acu07247_1,790,779,1358,894,291,433,147,71,2010,2084,2335,3914,679,711,759,580,1301,1134,1389,1323,2575,1971,1992,2984
acu07248_1,1060,545,578,270,138,153,99,64,494,709,269,1037,49,114,146,108,110,124,47,42,4792,6066,654,901
acu07249_1,534,268,315,344,242,336,242,122,728,1085,2113,1135,434,375,2144,2126,1579,1376,1941,1893,2710,1932,2816,2973
acu07250_1,2060,2109,1896,1581,2953,3082,2820,2799,2717,2400,1373,2287,5311,4475,3639,4077,3272,2732,2728,3511,3146,1718,2504,2569
acu07251_1,433,900,1147,337,6313,7224,1927,1495,492,652,125,249,1109,1102,228,201,134,136,152,190,8114,5864,5016,4858
acu07252_1,233,254,360,210,361,350,285,240,7,13,12,15,1,5,2,1,18,8,5,8,11,5,7,17
acu07253_1,664,732,510,260,199,172,96,195,422,604,199,369,169,133,7,19,655,436,482,639,161,88,78,125
acu07254_1,1,2,1,2,887,795,34,15,81,238,45,50,422,632,203,105,10,10,9,15,126,195,83,80
acu07255_1,593,490,403,444,2243,2562,1301,1200,43,33,4,26,386,287,13,26,43,64,51,45,225,84,154,185
acu07256_1,1554,645,460,477,757,912,584,680,460,610,467,511,1127,701,879,625,798,764,958,654,701,727,1051,1266
acu07257_1,1514,1332,890,723,1864,2036,1472,1639,364,259,357,548,879,553,713,920,80,93,58,67,351,269,523,491
acu07258_1,279,229,118,153,175,230,131,152,415,450,494,368,301,287,124,207,206,199,232,244,702,448,568,637
acu07259_1,1863,1859,2210,1286,3539,4051,6477,6724,892,1042,710,2819,699,542,658,815,1319,1847,1295,1345,303,167,201,195
acu07260_1,2095,954,864,953,2804,2949,2470,2160,1119,1633,1034,1440,9274,4988,2899,1590,1706,2051,2311,1942,6350,3566,4849,5242
acu07261_1,1498,1032,1284,1023,1084,1346,961,931,136,166,294,142,22840,9906,14578,4669,3347,3149,4278,3950,126,75,676,549
acu07262_1,4133,2795,2014,2088,1652,2158,2601,2496,1338,3180,1053,1814,1331,1223,982,741,1186,1068,1201,1383,1325,1973,1865,1406
acu07263_1,23381,9931,6862,6887,658,808,1379,1536,182,272,250,329,82,92,383,119,1165,999,1229,1174,2016,2002,756,611
acu07264_1,26847,17156,21195,17931,15135,15696,15400,15390,17530,20995,5692,7418,9783,7611,3554,4292,8306,6612,7497,8338,7111,4036,4901,7141
acu07265_1,837,546,696,662,1151,1186,714,728,520,525,219,395,563,398,272,282,625,604,616,741,980,459,611,735
acu07266_1,6013,5586,6937,8720,14077,15240,15033,11746,2336,4809,1967,2644,30127,15113,4764,3238,4949,5233,6002,6173,10072,4675,7716,6565
acu07267_1,1521,2566,2100,1813,2562,2736,2391,1940,502,870,353,716,1420,1063,997,856,1039,1042,954,1125,760,337,558,738
acu07268_1,1023,1432,1017,807,969,1241,1171,913,1306,1581,1488,1930,3207,2821,728,1193,479,399,444,572,553,190,304,387
acu07269_1,371,237,319,324,555,615,562,396,170,264,126,215,234,200,197,272,395,323,266,385,365,169,440,373
acu07270_1,879,714,962,779,1429,1442,1084,1008,1019,1235,693,882,1328,1300,1093,1106,1380,1454,1341,1635,1575,630,1182,1195
acu07271_1,1417,590,2834,3897,256,425,941,674,2126,1764,1706,1275,563,491,1288,1035,1022,989,866,1068,424,216,679,1024
acu07272_1,633,389,419,322,166,163,140,87,694,818,1030,1120,384,475,489,794,487,512,610,630,321,261,393,397
acu07273_1,2703,2448,1636,1031,3862,4285,7528,7587,1094,996,2775,3890,2782,2276,6533,6051,2421,2017,2827,2988,4930,4221,6523,5138
acu07274_1,138,148,288,283,87,54,100,92,8,0,3,5,1,3,5,1,2,3,0,3,0,1,1,0
acu07275_1,576,421,610,474,546,623,621,517,539,646,717,552,572,757,985,1168,795,820,894,859,1571,872,1285,1473
acu07276_1,934,963,969,881,1491,1551,993,1000,1181,940,865,843,918,1069,540,780,2409,3654,4210,2639,8932,5176,4229,2666
acu07277_1,167,108,128,131,165,212,128,108,135,102,72,85,146,188,84,105,319,465,432,361,1001,419,539,532
acu07278_1,296,65,837,515,908,728,1382,1191,1368,1444,322,869,182,147,170,226,188,191,217,259,195,101,395,425
acu07279_1,748,403,1566,1457,1795,1859,2197,2095,1479,1849,570,748,1668,1308,1522,1759,320,375,514,357,303,232,490,664
acu07280_1,3105,2209,2627,2076,1466,1529,1346,1573,2117,2143,3087,2137,2471,2810,1948,2177,3283,2937,3976,3776,2120,1264,2433,2546
acu07281_1,2228,1832,1837,1517,763,768,602,779,2537,2939,2625,2342,3156,3259,1352,1624,1812,1500,1819,2102,2165,1024,1298,1894
acu07282_1,1277,1143,1542,1279,2741,2965,1679,1496,2130,2722,1947,1920,3136,2667,3777,3130,2096,1805,1735,1971,2678,1486,2113,2305
acu07283_1,1093,662,601,637,684,870,549,527,902,2093,994,927,800,1200,876,588,2160,1765,2278,2451,947,881,1578,1154
acu07284_1,97,85,143,96,1091,1193,797,855,593,516,113,415,130,191,11,16,36,36,23,26,118,162,26,63
acu07285_1,5342,6057,7268,8553,6246,6823,4540,3977,5509,5372,2412,3859,3217,2017,1826,2741,4912,4190,3028,4245,1690,1523,1150,2330
acu07286_1,6922,9668,9064,6584,6752,6810,3913,3820,5102,4950,6966,7913,6604,6753,2678,3499,5826,5752,6568,6151,6410,4704,3814,5170
acu07287_1,758,726,1036,623,494,604,227,250,930,535,501,752,2500,2034,167,295,306,243,289,352,512,276,274,323
acu07288_1,805,772,973,1015,717,877,707,658,460,757,387,655,1090,819,524,550,770,564,513,708,687,385,338,567
acu07289_1,590,855,382,466,7888,7623,383,357,2508,7240,1597,3786,10616,7881,1535,2371,1130,1006,539,944,1221,688,444,649
acu07290_1,26394,28252,18471,16216,22142,22668,32260,32564,25633,25494,30264,23207,20515,24911,35746,41836,31932,27579,33327,34158,27710,33716,31838,40584
acu07291_1,4933,3268,5218,5132,5245,5254,5656,6309,3435,3555,1643,3862,4088,2771,1849,2069,5475,4289,3622,5101,1439,738,827,1791
acu07292_1,2226,1400,1910,1492,1033,1091,1194,1127,1652,1417,1527,1072,913,1111,1277,1606,1877,1788,1948,2090,2301,1059,1662,2080
acu07293_1,1731,1044,1093,912,969,1054,1018,915,711,904,755,676,723,911,1206,966,1787,1566,1918,1971,2076,688,1287,1265
acu07294_1,3241,3322,3454,2774,2784,3046,1971,2180,1252,1579,1711,2172,1775,1582,1053,1151,2267,2035,1987,2304,2666,1254,1293,1713
acu07295_1,8194,6872,7077,6393,2089,2285,2802,2968,6758,6235,8357,6448,3942,4714,6515,7953,4620,4388,4964,4874,3640,2804,3834,4308
acu07296_1,2727,1582,2628,2458,2748,2821,2070,2102,1423,1848,1074,2081,2239,1719,1937,1790,2533,2039,2018,2785,1334,734,1120,1711
acu07297_1,842,701,676,553,452,520,569,540,982,1143,773,739,942,824,658,848,586,464,552,661,721,245,493,419
acu07298_1,1204,648,1492,1231,3436,3410,4167,3031,2142,2564,1248,2881,1631,3003,1083,898,1524,1214,1357,1614,1479,925,1011,2146
acu07299_1,3674,1868,1464,1244,2367,2536,2662,2379,2071,3087,3731,4319,7444,7026,6450,3296,8910,7516,10295,10907,8734,4987,7600,6886
acu07300_1,79,32,81,58,72,93,101,136,42,32,109,93,102,108,170,165,807,586,796,1002,945,567,994,1106
acu07301_1,1819,1735,1691,1310,2553,2730,2061,1887,348,355,784,724,978,842,1281,1415,1861,1505,1649,2103,1516,1083,1487,1746
acu07302_1,956,539,726,723,1874,2137,1339,1060,556,660,264,443,564,450,656,717,1266,1072,831,1307,1192,648,980,1717
acu07303_1,43,19,43,44,4,4,65,21,152,182,313,279,210,216,140,91,54,38,42,42,68,37,336,255
acu07304_1,191,211,229,212,246,247,120,109,158,77,110,52,28,35,14,29,563,527,541,634,289,225,244,301
acu07305_1,4944,4715,5698,4158,5036,5302,3524,3218,4293,3944,3479,6630,4644,3949,4701,3856,5780,4565,4667,6311,3534,1835,2471,3228
acu07306_1,481,280,329,227,471,562,433,426,602,497,399,558,526,749,437,569,854,823,905,945,1441,793,1354,1103
acu07307_1,1179,1364,1644,1375,1388,1549,1408,1104,1408,2145,1380,1762,1710,1723,2136,2597,1610,1641,1917,2016,1984,1179,1847,1389
acu07308_1,253,106,118,151,257,324,234,176,149,213,90,91,123,73,279,239,321,335,300,321,219,169,289,315
acu07309_1,4793,3076,3368,3250,2295,2636,2304,2231,3158,3826,3441,3844,4477,3165,3773,3778,2725,2074,2219,2884,1888,1438,2442,2712
acu07310_1,410,161,289,275,235,205,192,182,237,203,216,211,265,220,251,250,502,396,397,581,329,224,294,431
acu07311_1,348,141,198,207,308,331,267,193,264,205,185,326,214,174,284,312,383,309,294,349,144,98,140,224
acu07312_1,219,108,164,182,42,53,111,110,383,329,132,244,929,471,249,329,244,255,308,285,279,126,236,215
acu07313_1,3635,2254,3074,3168,2180,2516,2614,2952,4466,4290,3356,4868,2093,1390,3643,3275,8604,7202,6129,8863,1844,1752,2530,3940
acu07314_1,243,134,146,131,198,213,160,271,341,436,573,553,845,797,4124,6386,91,114,99,85,153,102,139,188
acu07315_1,7864,3845,6999,6093,9047,9421,13743,12709,5310,5484,3979,6380,8563,6512,8071,9028,7102,5947,5735,6953,2871,1489,2173,3967
acu07316_1,3493,996,1496,1522,1251,1342,1256,1141,1514,1348,779,1233,1184,932,1463,1650,942,713,793,964,854,441,670,1042
acu07317_1,758,779,819,874,453,522,389,388,690,1010,453,1186,317,234,257,361,984,766,638,950,394,178,318,392
acu07318_1,1163,1015,1150,896,419,519,477,545,660,1119,1309,1140,997,1209,886,1316,1358,1191,1438,1638,1203,619,936,875
acu07319_1,230,226,379,256,186,216,201,222,115,196,89,169,197,204,189,266,331,257,278,359,792,302,358,446
acu07320_1,9229,5421,5670,5937,7266,7294,6166,5848,3127,3034,2713,3466,4986,2865,7660,5763,8197,7386,8669,9115,3002,2220,3454,5375
acu07321_1,638,472,526,498,675,707,1222,954,594,601,598,587,654,595,592,590,797,814,838,823,697,418,679,766
acu07322_1,1721,1132,1356,1326,1269,1386,820,877,1778,2891,2611,2943,1563,1097,1601,1588,2826,2178,2245,2639,821,670,723,1361
acu07323_1,311,194,209,248,53,70,46,57,474,284,531,417,132,111,502,350,96,81,79,150,121,68,63,55
acu07324_1,11706,7652,8503,7896,7058,7551,6394,6545,7015,8419,6016,7681,7614,5909,11421,11272,10880,8749,8517,11413,9290,5895,8028,12160
acu07325_1,834,955,841,683,971,923,848,804,672,862,730,853,1084,1077,1024,1345,699,789,671,780,2617,1552,1751,1457
acu07326_1,11647,11739,10500,11642,26821,27609,28234,25531,9810,22967,7978,12037,24749,15590,17824,13522,18979,17766,16994,21633,12020,9419,9848,13037
acu07327_1,3031,3611,3781,3880,6292,6612,5788,4878,1528,2076,1401,1318,2520,2380,1764,1547,3980,4114,4410,4456,6007,3229,3713,4182
acu07328_1,1287,852,836,705,384,419,415,462,371,445,509,430,472,420,496,668,823,683,836,891,987,512,910,871
acu07329_1,593,321,358,310,186,233,157,166,27,10,21,20,24,39,15,42,119,66,89,139,18,20,15,33
acu07330_1,8018,4447,5413,5451,2407,2574,2560,2602,6052,6781,6046,6152,4476,4296,4838,4787,4722,3957,5020,5369,3191,2422,3274,4353
acu07331_1,1125,1172,1356,1119,811,966,810,732,1059,1550,1039,1038,1135,1584,1040,1340,1450,1333,1479,1520,3937,2453,2790,2144
acu07332_1,5137,3660,4629,4921,4558,4933,5470,5571,2181,1949,1173,2177,3790,1950,2513,2413,6135,3907,3579,5905,1489,972,854,1976
acu07333_1,3554,3560,4230,3626,5625,6056,4180,4044,3121,4201,2291,4045,5642,4171,2599,3034,4484,4347,3987,4632,7149,4145,3400,4100
acu07334_1,456,154,419,428,160,168,163,175,78,101,62,167,42,59,59,82,27,13,11,49,15,15,8,2
acu07335_1,5197,4038,6337,5021,10655,11099,7964,8290,1841,1735,872,1691,2822,1226,2386,3128,6399,6306,4953,5532,3149,3464,3905,5371
acu07336_1,2710,1514,1850,1992,2564,2639,1605,1549,1183,1535,644,1249,1319,829,1019,1357,1978,1497,1302,1974,871,668,784,1249
acu07337_1,1333,1057,1010,795,1003,1243,1036,1068,1440,1664,2294,2095,2695,2542,2079,2300,1355,1056,1450,1526,3049,1107,2112,1403
acu07338_1,5028,4235,4094,4203,3062,3594,2899,2766,2704,4016,4595,4868,5148,4455,3777,3801,3308,3265,4009,3849,5717,2419,4089,3284
acu07339_1,3721,2791,3556,3200,3788,3739,3386,3310,2287,3784,2374,4091,3871,3034,2889,3109,4418,4172,4313,5126,3527,1488,2698,2715
acu07340_1,686,498,449,484,1001,1028,633,577,468,666,187,443,469,404,332,513,412,331,371,437,380,128,290,315
acu07341_1,12,5,28,17,28,31,8,12,21,30,2,2,8,20,5,7,55,74,58,79,53,19,71,44
acu07342_1,7086,4814,5675,5645,7586,8521,5242,5463,5297,4554,2771,4572,4502,3114,3734,4477,6432,5270,4498,6072,2681,1797,2595,4301
acu07343_1,580,456,399,420,384,444,363,360,212,261,544,605,2292,1281,1467,1067,990,874,1011,1104,376,213,586,629
acu07344_1,187,143,251,195,189,208,161,143,291,286,388,299,188,156,185,162,334,283,340,373,365,210,267,323
acu07345_1,577,377,544,507,452,455,361,299,497,801,717,662,367,301,277,322,632,515,537,746,671,305,471,555
acu07346_1,1098,556,990,1010,479,540,429,430,412,600,362,602,321,223,551,474,960,959,772,1154,374,208,286,499
acu07347_1,2419,1302,1597,1405,2156,2323,1738,2091,1092,1249,717,985,3599,2389,2458,1916,2116,1693,1582,2265,1255,707,1237,1770
acu07348_1,1128,858,785,709,2004,2302,1978,2013,1351,1663,1085,2046,4839,3269,1809,2296,1018,757,849,1036,524,304,499,380
acu07349_1,899,446,497,563,1300,1280,862,864,1720,1201,1014,1849,1550,1136,718,782,2565,1957,1929,2791,467,191,406,363
acu07350_1,555,292,352,338,3931,4112,1017,845,376,515,431,552,2533,2215,2306,1716,384,391,434,392,927,471,498,803
acu07351_1,4592,2820,5082,5499,4815,5064,1794,1476,4428,6007,1954,6060,2009,2125,2197,2259,3034,2590,1906,2626,1441,918,600,1984
acu07352_1,3953,2428,2552,2770,2284,2478,1513,1535,1846,2102,1300,1843,2571,2163,1774,1988,2311,1983,1724,2243,898,481,550,882
acu07353_1,1101,712,1061,936,1338,1357,1254,970,889,966,931,1411,795,676,1376,1394,2004,1510,1659,2009,1692,858,2064,1968
acu07354_1,536,463,457,407,764,796,544,528,284,406,374,647,649,541,511,563,747,657,604,747,760,304,608,615
acu07355_1,658,496,606,501,321,362,249,190,603,561,565,556,354,457,232,394,698,661,864,761,605,254,322,447
acu07356_1,5478,4412,4714,4013,2811,3144,2565,2596,4313,5479,4867,4979,4507,4389,4318,4735,4926,4443,5390,5235,5998,3370,4128,4448
acu07357_1,846,870,859,760,887,926,976,915,2176,2268,1791,2304,3725,4294,1814,3669,1853,1843,1973,2348,2739,816,1689,1670
acu07358_1,748,576,779,689,1218,1277,897,895,833,1233,739,1369,1101,953,1451,1424,1288,1096,1106,1399,1183,655,797,1321
acu07359_1,5448,3493,3957,4387,7419,8120,6503,5905,4365,4959,2455,5012,7223,5306,4995,5323,5311,4280,4091,5617,3787,2138,3329,4478
acu07360_1,8532,4741,5700,6841,4995,5158,4273,4117,11930,15948,3802,6296,4851,4176,5299,4477,8320,7017,6653,8538,2061,1879,1887,3067
acu07361_1,9707,6030,7528,7126,7184,7431,6389,6459,9323,9365,6621,5650,6606,7332,6066,7999,7534,6588,7173,8355,6917,5065,6931,8997
acu07362_1,668,313,809,632,704,772,812,557,9945,6709,2256,4409,805,1250,455,633,1043,845,692,1000,857,465,651,1119
acu07363_1,2928,1698,2214,2104,4567,4989,3433,3260,3236,2940,814,1569,2456,1655,3845,4560,3831,3064,2940,4036,2687,2134,3046,3778
acu07364_1,7308,5333,6102,6199,10004,10353,8523,7552,9135,7517,2332,4998,3072,2093,2891,3306,6989,5955,4914,6276,2290,2738,1511,3518
acu07365_1,723,550,418,447,669,629,692,651,481,462,343,521,2581,3166,720,1042,729,657,838,938,1597,1254,1484,1370
acu07366_1,2361,1535,2054,2112,2206,2557,2364,2068,2340,2922,1175,1962,1544,1680,1290,1492,2342,2039,2163,2338,2618,2031,2071,2877
acu07367_1,10848,12323,9790,9158,9747,10513,6977,5405,18334,25954,7401,10517,10409,13044,4358,4279,4984,5256,5890,5988,10120,3542,6462,4190
acu07368_1,702,457,874,695,1113,1260,1052,766,805,886,574,489,687,820,1132,1321,989,1008,913,1199,4370,1896,3979,2235
acu07369_1,2093,1313,1319,1291,2015,1927,1527,1497,1188,1428,2010,2149,1674,1832,1342,1445,1585,1522,1371,1818,2140,997,1654,1630
acu07370_1,438,350,429,327,409,513,527,426,329,474,525,515,710,669,333,458,328,310,436,479,850,371,610,354
acu07371_1,1391,903,1387,1495,2775,2746,2222,2297,1284,1746,785,1549,1329,1005,1118,1413,1727,1623,1060,1533,1431,925,1010,1897
acu07372_1,79,72,51,64,45,47,43,32,61,153,63,111,44,78,39,60,70,37,41,36,7,16,18,28
acu07373_1,48,38,43,28,26,29,11,10,64,78,48,108,52,67,42,41,119,123,118,149,78,104,56,94
acu07374_1,127,142,148,87,123,131,105,120,160,284,186,198,269,336,172,143,274,271,286,337,253,161,286,259
acu07375_1,711,677,764,842,6020,6700,5285,5369,598,738,601,755,1709,1939,718,830,315,294,300,419,487,229,615,644
acu07376_1,33185,26337,29641,23395,99,172,241,272,9955,8284,14232,17273,517,1189,2650,1669,16389,17220,20173,17986,1123,715,1547,1685
acu07377_1,139,153,193,146,441,518,196,214,1051,1425,646,1105,295,350,627,790,716,601,402,724,219,75,257,450
acu07378_1,8170,6931,6765,6914,375,371,197,219,32336,24058,11050,12786,505,478,450,464,11643,9457,11633,13794,47,69,126,233
acu07379_1,218,214,159,118,146,177,315,347,269,251,307,240,464,336,452,438,154,179,206,184,375,128,318,386
acu07380_1,232,618,585,346,2495,2601,2577,2496,8772,7113,557,845,359,753,1084,966,606,777,902,734,766,2384,657,585
acu07381_1,319,2045,514,880,305,295,1431,2570,309,367,3436,764,3909,8806,27244,15054,70058,67296,82368,81215,14074,8323,16421,16930
acu07382_1,122,203,71,112,23,18,7,9,6,10,61,55,27,9,113,80,319,417,456,381,118,100,111,151
acu07383_1,9,5,6,1,0,1,0,2,0,1,1,0,1,1,0,0,103,90,152,85,32,38,81,71
acu07384_1,148,119,184,154,228,264,266,222,129,152,46,74,197,213,211,188,148,119,118,139,376,136,211,222
acu07385_1,3142,3487,2087,1423,2105,2335,3951,3671,1393,1830,3061,1807,1252,1215,6052,5354,5625,5365,5953,6497,3977,5521,4000,3953
acu07386_1,712,682,705,531,545,648,821,807,842,917,1188,928,1326,1110,1932,1957,1014,933,1130,1131,1293,792,1081,1081
acu07387_1,2979,2510,2884,2728,2660,2881,2566,2509,1332,1882,1546,2141,2233,1589,2554,2660,1384,1275,1001,1440,1206,915,1508,1924
acu07389_1,2180,2542,2077,1676,2616,2606,2609,2110,929,1127,1033,1282,1764,1977,1975,1979,2221,2226,2408,2447,3978,1096,1874,2021
acu07390_1,3163,2774,2066,2355,2680,3537,2515,2729,670,740,854,658,3722,2409,2611,1170,2722,2009,1780,2987,1463,1204,2053,3953
acu07391_1,242,209,218,271,180,156,189,182,107,74,123,128,262,87,114,71,121,70,107,152,24,9,15,16
acu07392_1,817,888,392,394,50,77,80,149,767,494,477,684,411,253,302,375,857,983,778,734,236,88,128,199
acu07393_1,79,60,31,42,6,10,6,4,90,84,56,61,108,73,84,140,205,136,125,237,43,17,63,89
acu07394_1,688,392,647,575,1845,1622,3222,3146,1305,1499,1785,2157,933,1355,1079,1374,1923,1678,2234,2237,399,187,180,311
acu07395_1,698,476,530,585,264,259,448,370,218,198,322,385,405,664,314,391,403,346,458,433,509,191,298,316
acu07396_1,2045,2367,2608,2092,1229,1361,1531,1303,1552,1511,2182,1613,2722,3238,2251,2325,2546,2329,2923,2924,4816,2232,2808,1995
acu07397_1,951,1106,407,278,68,101,99,56,141,226,386,1041,137,208,276,301,784,707,721,806,254,145,148,140
acu07398_1,5598,6343,7981,7395,7251,7482,6675,4352,2041,1955,1597,1307,1717,1929,2462,2808,4506,5871,4992,4283,9632,2695,6244,6325
acu07399_1,12009,16068,8114,8129,1001,1093,723,726,2452,1397,1543,1649,2036,2264,1210,1402,3479,2938,3366,4007,4084,2083,1260,1851
acu07400_1,1332,1284,1385,1303,629,649,514,646,531,350,310,516,536,362,631,552,1921,1558,1568,2011,873,442,570,722
acu07401_1,4797,4479,4611,3736,1675,1606,1267,1190,1895,2308,2973,2965,3285,3697,2465,2796,3994,3739,4751,4131,4706,2703,3592,2928
acu07402_1,2305,1656,2674,2447,1495,1874,1596,1335,2061,2115,2312,2358,1410,1303,2157,2795,4154,4086,3901,4406,5027,2852,4146,4484
acu07403_1,1617,874,1067,934,637,624,625,582,503,446,511,529,347,258,498,663,1346,1448,1351,1492,444,305,358,512
acu07404_1,512,407,453,317,423,537,303,248,3104,2671,1912,1562,1394,1259,782,1071,2102,1696,1983,2283,3055,1442,1892,2001
acu07405_1,4142,3214,2449,2279,978,1006,953,1023,1734,2178,2895,2963,1089,790,2295,2399,5026,4444,4645,5184,1637,724,1089,1152
acu07406_1,13290,12305,12134,12166,6502,7306,5901,6287,8993,12830,12187,14246,7741,5984,7225,9724,9079,7727,7588,8739,5798,4281,5742,9033
acu07407_1,813,633,905,793,778,913,707,582,317,287,341,620,410,328,446,518,526,464,394,521,661,243,566,617
acu07408_1,5312,3686,4011,3746,2442,2592,1917,1902,2819,3171,3227,4193,3450,3031,3837,3493,5052,4403,4972,5539,3423,1382,1701,2303
acu07409_1,2582,1574,1852,1730,1202,1310,1165,1158,2748,2806,3987,3175,2961,2922,3050,3291,2392,2162,2345,2305,3064,1513,2688,2916
acu07410_1,754,485,763,673,705,726,649,597,760,749,665,1053,603,600,914,891,915,966,798,989,1215,525,697,901
acu07411_1,4255,3474,3515,2993,1395,1495,1148,1193,1241,1637,1367,1278,630,578,841,931,2425,2000,2020,2406,614,413,525,1020
acu07412_1,4584,2707,3534,3311,3263,3565,2737,2440,2085,2508,2024,2207,2497,2364,3102,3610,2853,2448,2844,2923,2553,1420,2109,3374
acu07413_1,6599,4620,4948,4882,3443,3665,3082,2722,3759,4437,3881,4485,3610,2406,5910,5264,5300,4769,4948,5345,3151,2038,3140,3216
acu07414_1,7236,5659,4609,2571,455,512,228,327,1639,1079,1097,1296,6652,6807,1295,2072,5309,4675,6060,5938,17163,9895,6577,8047
acu07415_1,1742,1427,2159,1855,1855,2029,1476,1387,1261,1399,2003,2064,1829,1683,2767,2674,5017,4712,5244,5939,4510,1968,2652,3677
acu07416_1,41639,46072,34813,26249,23191,25048,24978,26057,23053,16838,13091,17872,56389,77287,20110,25989,24106,21008,25253,24789,61651,62027,41510,54835
acu07417_1,6872,5311,6108,5384,3777,4140,3794,4117,6516,6490,6487,3861,9901,11896,7567,9949,7280,6171,8110,8385,8165,5138,8324,8692
acu07418_1,9622,6991,6691,5640,3489,3874,2677,2682,5879,5384,6532,4818,3797,3685,3930,4051,8982,8258,9212,9535,7266,2919,3942,4458
acu07419_1,2458,2083,2915,2375,1777,2053,1469,1445,1763,2430,2658,3005,2180,1910,1848,2227,3965,3824,4164,4457,3552,2554,2883,3372
acu07420_1,2221,2821,2236,1932,1266,1491,1738,1724,1213,1728,4552,5048,3348,4461,3360,4258,2347,2667,2728,2493,2388,1833,1212,1183
acu07421_1,4622,2717,2727,2752,2005,2223,1430,1481,2176,2483,1419,2142,2187,1395,3668,2887,2767,2284,2188,2927,870,687,1136,2003
acu07422_1,3946,3717,3852,3414,4533,4859,3980,4066,2071,2130,1722,2296,2960,2605,3059,2875,4503,4424,4571,4958,3576,2858,3024,4793
acu07423_1,2435,2299,2479,2173,2914,3281,2798,2847,1585,1181,783,1747,1997,1811,2228,2028,3914,3520,2739,4029,3193,2146,2516,3444
acu07424_1,2137,1944,1724,1684,8831,9615,5628,6128,4989,5825,2220,4919,4206,3357,4463,6569,4247,4360,3630,3662,3227,3026,2144,4256
acu07425_1,3459,1996,2486,2555,2592,2850,2288,2410,1186,1209,553,971,998,731,1040,978,3240,2402,2004,3030,1142,808,883,1599
acu07426_1,8573,6514,6018,5988,4165,4719,3670,3550,3018,3827,3820,4003,2947,3051,3742,3750,6284,5314,6431,6492,5949,3697,4819,4989
acu07427_1,7031,4946,5232,4719,3062,3253,3368,3168,5130,5453,6125,6585,6234,5919,7352,6662,6174,6152,6222,6727,7541,3579,7169,6078
acu07428_1,1732,703,1053,986,645,699,532,537,1754,1700,1402,1666,952,952,1092,1198,1573,1275,1250,1622,664,517,554,1147
acu07429_1,1112,668,1354,1201,789,943,667,574,438,551,426,328,289,272,673,675,2238,2013,1924,2574,2946,2188,2545,2840
acu07430_1,5437,3045,2822,2649,1826,1786,2619,2608,2790,2084,3562,1774,4788,5570,5700,5528,3735,3485,5226,4637,3140,3100,4309,4284
acu07431_1,908,1371,1121,894,1418,1707,2716,1996,617,1173,1595,2139,3221,3017,1520,2363,446,493,597,510,1184,878,886,995
acu07432_1,1795,2261,2577,2115,1893,1900,2089,1914,1160,1987,1847,3063,4133,4119,1481,1660,1286,1591,1570,1479,3396,2103,1744,2380
acu07433_1,4007,3668,3960,3540,4172,4555,3397,3426,717,944,798,1207,1091,846,980,950,4904,4482,4440,5230,4453,3132,3661,4790
acu07434_1,26243,22075,25550,21255,10011,11004,13219,11428,18483,13043,42101,40739,10708,9677,21829,25511,42894,40487,35164,43939,4754,3783,6929,11557
acu07435_1,4248,2879,3031,2829,2930,3233,2273,2329,3410,3580,3888,3622,3839,3290,4033,4216,2632,2421,2500,2806,2743,1530,1773,2722
acu07436_1,1955,1317,1644,1286,1931,2062,1450,1444,672,956,623,780,1005,810,1209,1187,1324,1167,1232,1405,2151,1070,1807,1993
acu07437_1,583,506,506,579,753,985,661,642,303,385,449,559,539,463,293,265,611,505,600,686,474,212,431,419
acu07438_1,287,482,287,310,98,108,932,952,758,529,410,384,356,226,1233,794,1488,1005,1347,1628,420,277,463,661
acu07439_1,1269,1265,1296,1119,1099,1099,1010,1034,1432,1498,1661,2071,2851,2923,1050,1577,1427,1505,1707,1688,2530,1194,1340,1198
